"Item_001","Item_002","Item_003","Item_004","Item_005","Item_006","Item_007","Item_008","Item_009","Item_010","Item_011","Item_012","Item_013","Item_014","Item_015","Item_016","Item_017","Item_018","Item_019","Item_020","Item_021","Item_022","Item_023","Item_024","Item_025","Item_026","Item_027","Item_028","Item_029","Item_030","Item_031","Item_032","Item_033","Item_034","Item_035","Item_036","Item_037","Item_038","Item_039","Item_040","Item_041","Item_042","Item_043","Item_044","Item_045","Item_046","Item_047","Item_048","Item_049","Item_050","Item_051","Item_052","Item_053","Item_054","Item_055","Item_056","Item_057","Item_058","Item_059","Item_060","Item_061","Item_062","Item_063","Item_064","Item_065","Item_066","Item_067","Item_068","Item_069","Item_070","Item_071","Item_072","Item_073","Item_074","Item_075","Item_076","Item_077","Item_078","Item_079","Item_080","Item_081","Item_082","Item_083","Item_084","Item_085","Item_086","Item_087","Item_088","Item_089","Item_090","Item_091","Item_092","Item_093","Item_094","Item_095","Item_096","Item_097","Item_098","Item_099","Item_100","Item_101","Item_102","Item_103","Item_104","Item_105","Item_106","Item_107","Item_108","Item_109","Item_110","Item_111","Item_112","Item_113","Item_114","Item_115","Item_116","Item_117","Item_118","Item_119","Item_120","Item_121","Item_122","Item_123","Item_124","Item_125","Item_126","Item_127","Item_128","Item_129","Item_130","Item_131","Item_132","Item_133","Item_134","Item_135","Item_136","Item_137","Item_138","Item_139","Item_140","Item_141","Item_142","Item_143","Item_144","Item_145","Item_146","Item_147","Item_148","Item_149","Item_150","Item_151","Item_152","Item_153","Item_154","Item_155","Item_156","Item_157","Item_158","Item_159","Item_160","Item_161","Item_162","Item_163","Item_164","Item_165","Item_166","Item_167","Item_168","Item_169","Item_170","Item_171","Item_172","Item_173","Item_174","Item_175","Item_176","Item_177","Item_178","Item_179","Item_180","Item_181","Item_182","Item_183","Item_184","Item_185","Item_186","Item_187","Item_188","Item_189","Item_190","Item_191","Item_192","Item_193","Item_194","Item_195","Item_196","Item_197","Item_198","Item_199","Item_200","Item_201","Item_202","Item_203","Item_204","Item_205","Item_206","Item_207","Item_208","Item_209","Item_210","Item_211","Item_212","Item_213","Item_214","Item_215","Item_216","Item_217","Item_218","Item_219","Item_220","Item_221","Item_222","Item_223","Item_224","Item_225","Item_226","Item_227","Item_228","Item_229","Item_230","Item_231","Item_232","Item_233","Item_234","Item_235","Item_236","Item_237","Item_238","Item_239","Item_240","Item_241","Item_242","Item_243","Item_244","Item_245","Item_246","Item_247","Item_248","Item_249","Item_250","Item_251","Item_252","Item_253","Item_254","Item_255","Item_256","Item_257","Item_258","Item_259","Item_260","Item_261","Item_262","Item_263","Item_264","Item_265","Item_266","Item_267","Item_268","Item_269","Item_270","Item_271","Item_272","Item_273","Item_274","Item_275","Item_276","Item_277","Item_278","Item_279","Item_280","Item_281","Item_282","Item_283","Item_284","Item_285","Item_286"
42,58,52,64,42,40,58,52,66,42,39,59,50,66,39,40,54,50,63,40,42,55,51,65,41,40,54,49,64,43,39,54,49,63,39,39,55,49,66,39,40,54,51,64,41,39,55,50,63,43,40,58,52,66,40,38,54,50,66,39,40,57,53,67,42,42,53,53,66,42,40,57,52,62,42,39,58,53,67,39,38,56,50,67,43,42,58,49,64,40,41,55,49,63,43,40,57,51,61,41,40,55,51,67,40,41,55,53,66,42,39,56,52,62,40,39,55,51,63,42,38,56,50,64,41,40,55,49,62,40,42,55,49,63,43,42,55,51,61,42,41,54,52,66,39,42,57,50,66,42,40,56,49,67,42,41,58,53,67,42,42,57,53,65,39,40,57,51,66,41,40,54,50,64,39,40,57,52,62,42,39,55,52,63,39,40,54,49,62,40,40,59,50,63,43,40,56,51,64,39,40,59,52,66,43,42,56,50,65,41,41,57,51,65,41,40,56,53,67,42,40,54,51,64,43,38,58,53,62,43,38,54,53,64,43,38,58,49,67,43,42,56,52,62,41,41,56,53,66,39,42,57,52,62,40,38,59,50,65,41,38,55,52,64,43,41,54,51,61,40,40,57,49,61,42,38,58,51,63,43,42,55,51,67,40,39
49,49,56,49,54,50,53,57,46,52,50,50,57,46,54,50,52,56,49,51,51,52,55,48,53,52,54,58,49,51,53,54,57,45,53,53,51,58,46,52,52,50,58,48,53,53,50,54,47,51,52,54,59,48,50,50,53,58,49,53,52,52,59,45,51,48,54,60,45,52,53,53,57,45,50,52,51,57,49,51,52,52,55,46,51,50,54,56,49,54,53,52,59,47,53,53,50,59,46,49,49,50,59,48,50,50,54,56,48,51,50,54,58,49,50,49,51,57,48,52,50,50,55,49,54,51,54,60,47,50,53,53,55,46,52,52,52,56,48,50,52,52,58,48,54,53,53,56,45,52,49,51,58,47,52,51,51,59,49,54,51,54,57,49,51,52,54,58,46,51,49,50,59,46,50,52,54,57,49,52,50,55,57,48,52,52,54,59,46,51,50,52,59,47,51,53,50,57,49,54,50,50,54,47,54,50,52,58,47,53,51,52,57,46,55,54,50,58,45,52,52,54,59,46,52,50,50,55,47,52,53,54,57,47,50,48,50,57,49,53,52,53,58,48,54,52,50,54,49,54,53,53,55,49,52,49,51,57,46,54,49,50,57,49,54,52,50,59,48,52,51,54,56,46,50,51,55,59,47,50,53,51,58,48,50,52
54,53,52,56,48,53,51,56,60,50,52,52,54,56,52,54,51,52,58,49,53,51,52,55,51,55,48,55,57,52,55,53,54,56,52,52,50,57,57,50,56,53,57,57,49,52,51,52,58,50,55,49,52,57,50,56,52,55,55,52,55,52,55,59,48,57,50,54,56,51,55,53,56,59,52,57,50,53,54,49,57,51,51,56,51,56,53,53,57,50,55,51,53,57,52,56,52,56,57,52,54,50,55,55,49,56,53,56,56,51,54,53,55,57,51,56,49,52,57,49,53,50,57,57,50,54,53,54,60,51,55,51,55,55,49,52,49,56,59,52,56,52,54,57,50,55,52,54,57,51,53,50,56,59,52,56,52,56,58,52,55,50,56,59,52,54,50,56,56,52,54,52,54,57,51,57,51,54,55,50,53,49,53,58,50,54,53,56,55,51,52,53,57,58,48,52,49,55,57,52,56,53,55,56,52,55,51,52,55,48,52,51,54,59,49,53,49,53,56,49,56,52,54,58,48,55,52,56,58,49,52,51,55,57,49,53,53,56,57,52,56,50,56,60,48,55,50,56,59,52,56,49,55,56,52,52,50,56,58,52,54,53,54,57,52,53,51,54,54,48,54,52,53,56,48,52,48,52,58,51,57,53,53,60,52,55
53,54,52,45,38,56,53,53,48,42,53,55,53,46,40,56,51,55,48,41,57,56,52,49,39,53,54,54,45,41,54,52,52,46,41,57,51,55,46,39,56,53,53,47,40,56,54,51,49,39,56,53,54,49,41,56,52,51,46,40,57,50,54,49,41,57,52,55,45,39,57,55,54,48,39,53,52,55,45,40,58,53,54,45,40,52,53,51,47,40,56,55,51,49,41,57,51,51,46,42,52,51,52,47,38,57,52,51,45,39,52,55,53,45,40,55,51,53,48,39,52,51,51,48,41,53,54,52,47,39,53,53,55,46,40,57,56,54,45,39,56,55,53,45,40,54,55,53,48,42,52,52,56,48,41,57,55,53,46,40,57,54,52,47,41,57,55,54,48,38,54,54,52,49,41,56,53,52,47,39,53,54,55,48,41,54,55,54,48,40,53,52,53,48,38,54,55,51,48,41,54,55,51,45,39,56,55,53,49,39,57,51,51,47,40,54,52,53,46,41,54,51,53,45,40,57,55,54,47,39,57,55,51,48,40,55,55,51,49,41,56,54,53,47,41,58,54,52,45,39,54,50,56,47,41,54,52,54,49,41,56,52,52,47,41,56,56,54,47,41,54,53,53,45,40,53,55,51,45,40,56,51,53,47,40,56
52,48,45,34,47,52,45,44,33,43,54,46,46,32,45,52,47,45,33,44,53,48,43,32,44,51,48,46,33,46,51,48,46,32,45,53,47,43,33,45,53,48,46,32,46,51,45,46,34,47,55,49,42,32,47,55,47,43,32,44,51,45,43,34,43,50,46,46,33,45,53,47,43,34,46,55,47,44,34,46,56,45,45,35,45,54,46,45,35,47,53,48,43,32,45,55,48,44,31,46,55,45,43,32,46,53,48,42,33,47,52,48,42,35,43,54,46,42,34,44,55,45,45,34,46,55,46,44,33,44,52,46,45,34,44,51,47,44,34,44,54,45,44,33,45,53,47,46,33,43,54,45,43,34,44,53,48,42,34,45,54,48,45,34,45,52,45,44,32,44,55,45,43,34,45,52,45,43,34,46,51,48,43,35,43,56,49,42,32,47,55,47,46,32,44,53,47,43,34,45,54,46,46,34,45,55,46,42,34,44,51,47,42,35,45,52,48,44,33,47,50,45,46,32,47,53,49,45,34,43,52,47,45,32,44,55,47,45,34,44,55,45,46,34,44,55,46,45,33,43,54,47,46,32,45,51,47,43,33,45,54,49,46,34,47,54,46,46,32,45,50,47,44,34,43,51,47,45,34,44,52,47,43,33,44,53
66,61,53,55,43,64,58,52,55,44,62,60,53,55,44,62,62,54,57,44,63,58,49,52,44,66,59,52,57,47,65,60,52,54,43,62,62,52,53,47,66,61,50,57,44,64,61,53,57,45,62,58,51,54,47,65,57,53,57,44,65,62,53,57,45,66,62,53,57,46,64,60,50,56,46,63,61,51,53,47,62,57,49,54,44,65,61,52,54,46,66,60,53,57,43,63,63,53,57,46,64,63,52,55,44,62,60,51,53,44,65,63,52,54,44,66,60,52,56,45,64,63,49,55,45,64,60,50,53,46,67,59,51,56,43,61,58,49,57,44,61,60,53,55,43,61,60,50,53,46,65,60,52,56,43,61,58,52,57,45,64,59,50,55,44,63,62,51,53,46,67,59,50,55,43,65,61,49,53,43,63,58,49,54,47,64,58,53,54,45,66,58,53,52,47,63,61,51,58,45,64,59,51,53,45,64,57,50,54,45,64,63,52,54,46,62,62,51,57,46,65,59,52,57,43,65,57,49,52,43,62,61,51,54,47,66,57,50,55,47,62,60,51,57,46,66,59,49,55,46,63,59,53,57,44,65,61,49,57,43,61,59,51,56,45,61,62,52,56,44,64,57,53,54,46,66,63,50,56,47,64,59,49,53,46,62
40,60,45,37,45,41,58,44,37,41,42,54,48,38,44,41,56,45,36,41,40,59,46,36,41,41,58,45,38,45,40,58,48,37,41,41,55,47,37,43,40,58,45,39,43,39,57,48,37,44,42,59,44,39,44,41,56,46,39,45,41,56,48,38,44,41,56,46,38,41,41,59,46,40,45,42,58,45,40,42,41,60,45,36,43,40,59,46,36,44,40,55,45,40,43,40,55,48,39,42,40,58,45,39,43,40,58,47,39,42,39,54,45,37,45,41,56,46,37,44,41,59,44,38,43,42,57,46,39,41,40,55,45,38,45,39,56,47,39,41,40,55,44,40,42,40,57,45,39,42,39,56,46,40,43,42,58,48,39,43,39,58,46,37,42,42,59,47,39,44,39,55,47,38,44,41,59,46,37,45,38,56,48,37,45,40,58,44,39,42,41,59,45,40,43,38,57,45,39,42,42,58,48,38,45,41,57,45,38,43,41,58,48,36,44,39,55,46,36,43,40,57,47,36,42,38,58,47,39,45,38,58,48,38,41,39,58,45,40,41,40,59,47,37,42,39,57,46,37,43,38,59,44,36,43,41,57,47,38,41,39,58,48,38,43,41,58,44,40,44,41,59,48,36,43,42,56,46,40,42,40,58,44,40,42,41
68,46,31,56,39,66,44,33,54,40,68,43,31,53,38,68,45,32,54,40,69,45,31,56,42,64,45,32,55,39,68,45,34,54,42,66,42,31,52,42,64,43,31,54,41,66,46,32,52,38,69,43,31,53,42,68,44,33,52,39,66,45,30,56,40,68,42,31,54,40,66,43,31,55,38,68,44,32,55,40,68,44,31,54,38,66,44,31,55,42,63,42,32,54,40,65,44,32,56,40,63,46,31,55,39,69,44,32,56,40,67,44,33,55,41,66,46,33,54,40,69,44,33,53,38,68,46,31,54,41,63,44,32,54,41,68,46,32,51,42,63,46,32,56,40,69,43,31,53,42,67,42,31,56,38,69,46,31,55,38,67,45,32,54,39,63,46,33,54,42,68,46,32,53,41,68,43,32,54,39,65,44,30,54,38,65,42,32,53,42,65,45,32,55,38,68,46,34,56,39,65,44,32,52,41,68,43,33,55,38,68,44,31,54,40,64,43,32,55,41,69,44,30,56,39,66,46,31,55,42,64,43,33,53,42,64,43,31,56,40,64,44,33,55,42,63,46,31,54,38,65,44,33,53,40,65,44,31,56,38,68,46,31,55,41,67,45,32,55,39,66,46,31,56,41,67,42,33,55,41,67,44,32,54,38,63
46,52,53,75,52,46,51,53,74,55,44,53,51,73,55,44,52,53,72,53,47,53,53,75,52,47,53,51,72,53,47,53,53,75,52,43,51,50,76,53,47,53,49,73,53,47,52,51,70,53,44,50,53,73,51,46,52,53,70,51,43,50,51,77,51,47,49,52,76,54,43,52,53,74,53,47,50,54,75,53,45,53,53,73,51,45,50,54,74,55,47,50,50,72,55,44,52,54,71,51,44,52,51,72,52,43,52,52,70,52,46,50,54,76,52,44,52,51,72,54,46,51,54,70,54,44,50,53,73,55,46,49,55,70,53,46,50,54,76,54,44,49,53,73,52,47,49,55,75,55,43,53,50,76,51,45,53,52,70,51,44,51,54,70,54,47,49,54,75,53,44,50,52,72,53,44,52,51,75,52,44,51,51,76,54,46,51,52,76,51,46,53,53,70,51,45,54,51,74,53,47,50,52,73,54,47,49,52,73,52,46,49,53,71,55,47,51,54,75,51,45,53,51,73,50,46,50,54,74,54,43,50,54,72,51,45,50,51,71,52,45,51,51,76,52,45,49,51,74,53,44,49,53,73,55,44,52,51,75,52,46,50,50,71,53,44,49,52,75,51,44,51,53,71,51,45,53,53,73,54,46,50,50,72,54,44
40,48,64,46,54,41,50,65,45,57,41,50,66,45,56,43,52,65,43,58,40,52,66,46,58,41,51,65,47,55,42,49,66,43,54,42,51,69,45,54,41,52,69,43,54,44,49,69,46,53,43,48,69,44,56,42,48,67,45,53,40,50,67,46,53,43,50,69,46,54,41,50,64,46,54,41,50,69,47,56,43,51,70,47,57,43,49,68,43,54,43,48,65,43,56,44,48,69,43,56,43,48,66,47,55,40,51,67,43,56,41,51,68,46,54,44,49,64,45,58,42,50,64,46,56,42,51,67,46,53,43,50,65,47,57,43,49,66,44,55,41,51,65,47,55,43,48,65,44,56,43,49,68,47,53,42,48,70,44,53,44,48,70,43,53,42,49,66,43,57,40,50,68,47,53,41,52,65,44,57,42,49,68,44,53,41,48,65,43,53,41,49,66,45,53,43,49,69,44,54,42,48,67,47,56,41,49,66,44,53,44,50,70,43,57,41,48,69,43,57,42,51,68,46,55,41,51,70,47,55,42,52,69,46,53,42,52,70,43,54,40,52,68,43,54,41,48,69,43,53,42,48,68,46,53,42,48,65,43,57,40,52,69,43,56,41,52,65,44,58,42,51,66,47,53,41,49,66,46,57,40,48,69,46,58,43
59,52,36,45,45,57,49,38,43,43,56,50,36,44,46,59,49,36,47,46,54,52,36,44,44,56,51,35,45,45,54,52,37,45,46,55,49,35,44,44,55,51,36,44,43,57,49,36,43,43,59,52,37,45,42,55,49,35,44,42,58,51,35,46,42,58,53,34,45,46,56,52,38,47,44,59,52,37,47,46,59,51,35,43,44,59,49,34,43,43,59,51,35,44,43,57,52,34,46,44,56,53,37,47,43,54,53,35,46,42,59,49,38,44,45,57,50,35,45,45,58,52,36,46,43,57,49,37,44,45,59,51,36,46,44,59,51,38,45,43,58,49,37,46,44,57,52,37,44,46,55,50,36,46,45,54,50,36,45,43,56,49,36,46,44,57,53,35,44,46,57,49,36,43,42,55,51,37,45,42,56,49,36,44,44,56,53,36,44,43,58,50,35,45,43,59,52,36,43,45,59,50,37,45,44,59,50,36,46,44,57,51,36,44,45,58,49,35,43,44,58,52,38,43,43,57,49,36,47,45,58,52,36,46,42,55,49,37,45,43,54,52,36,47,42,55,49,35,47,44,60,50,37,44,45,59,53,35,45,46,59,53,38,47,46,58,52,38,46,44,56,53,37,43,45,60,52,37,46,43,55,50,37,43,46,58
53,61,62,32,67,52,59,61,32,65,49,58,61,32,66,50,62,59,32,62,53,59,61,30,61,49,62,60,32,62,50,61,60,32,67,49,60,63,30,66,50,60,60,32,65,53,58,61,30,63,51,58,59,32,62,51,58,62,32,64,49,61,60,31,62,52,59,60,31,62,49,61,61,31,62,49,63,59,30,65,51,62,59,31,61,51,62,61,32,63,49,62,63,31,64,50,61,59,31,62,50,62,62,32,61,49,61,62,30,61,53,59,58,31,66,49,59,60,32,62,49,62,63,32,65,52,58,58,31,62,49,62,61,30,63,49,58,60,30,65,52,59,59,32,62,49,63,64,30,67,49,60,62,31,65,50,59,59,31,64,50,62,63,31,63,52,60,63,32,65,52,59,60,31,66,53,61,58,32,63,50,61,62,32,65,52,58,60,30,62,49,58,59,30,62,50,58,62,30,67,49,63,61,33,67,53,60,58,30,64,49,61,58,32,63,53,62,59,31,62,52,61,63,31,64,51,63,59,32,65,53,59,62,32,63,52,61,61,32,66,53,58,63,30,64,51,58,60,31,61,50,59,61,30,66,52,60,64,32,63,52,58,63,32,64,49,58,62,33,65,53,58,59,32,61,51,61,59,32,62,50,58,61,31,66,49
59,47,60,59,59,55,45,59,57,58,56,46,60,57,61,55,45,62,54,61,57,45,60,58,60,59,45,63,58,61,57,47,60,56,61,57,46,63,60,58,58,44,57,56,62,55,44,62,56,61,59,47,61,57,59,56,45,57,56,63,57,47,62,54,59,58,44,62,55,58,56,47,58,59,62,56,44,61,55,59,56,43,61,60,60,55,47,62,57,62,57,43,59,58,61,54,44,62,56,62,55,45,61,58,58,56,44,60,59,61,58,45,58,59,62,57,44,62,59,61,54,43,57,54,58,55,47,60,55,61,57,47,61,60,59,57,44,57,58,58,55,45,59,56,61,54,47,57,57,58,55,44,61,59,57,55,45,61,54,62,57,46,63,59,61,58,46,58,54,59,57,43,58,58,57,54,47,57,56,59,56,44,58,56,57,56,46,62,57,59,55,45,59,55,62,56,44,62,57,58,56,46,59,58,59,58,45,59,55,61,56,46,61,56,59,57,46,60,58,58,56,47,57,57,60,59,45,59,58,58,55,45,58,58,59,55,46,61,59,58,57,44,59,57,61,60,45,60,55,59,58,43,59,59,61,56,46,59,59,59,59,45,61,57,60,56,47,58,57,57,58,44,60,55,59,57,46,58,57,57,57,44,61,56,60,56
47,57,54,46,44,46,54,52,50,43,45,54,56,47,45,48,58,52,47,47,48,57,53,47,44,46,54,56,50,47,48,55,54,50,44,48,57,51,48,47,49,53,53,48,45,46,57,52,49,47,47,55,53,46,46,46,54,56,48,46,46,57,52,49,43,47,56,54,50,44,45,54,53,48,44,46,56,52,48,47,46,58,56,50,45,45,55,53,46,47,48,56,56,50,45,46,55,55,49,47,48,59,56,46,47,49,58,52,48,44,48,53,56,50,45,47,55,56,46,46,45,57,53,49,46,46,57,56,47,43,46,58,54,50,46,46,53,52,49,44,48,56,52,48,44,45,57,52,49,45,47,58,55,49,43,47,54,53,49,43,48,58,55,50,44,47,54,56,46,45,47,55,56,50,47,45,55,55,46,47,45,56,52,47,44,47,58,53,46,45,46,58,55,50,45,49,53,57,48,45,47,58,56,48,44,48,55,54,50,43,48,54,53,48,46,49,53,53,47,44,47,54,56,49,45,48,55,55,50,46,49,58,54,46,45,45,54,53,48,43,45,56,57,47,44,49,58,56,48,44,45,55,52,48,44,45,57,54,46,44,48,54,56,46,47,46,56,56,47,43,45,57,52,49,47,45,55,53,47,44,45,54,51,46,46,47
59,51,40,35,40,59,53,39,34,40,58,52,40,34,38,58,52,41,37,38,61,54,39,37,40,59,50,41,35,39,57,50,43,36,39,55,50,41,35,40,58,54,39,35,38,57,52,40,33,37,58,50,42,36,39,58,52,40,35,39,61,53,43,36,41,58,52,41,36,39,56,50,40,34,41,58,50,40,35,39,58,51,40,34,40,56,50,40,35,40,58,54,41,35,38,56,50,42,36,40,56,50,40,34,38,59,51,43,36,41,59,53,40,35,39,59,50,43,34,38,60,52,42,34,38,60,51,41,36,41,56,51,43,36,40,57,52,42,34,37,60,53,40,35,39,59,53,41,33,39,56,49,39,34,39,60,54,40,34,39,59,51,42,34,37,58,54,39,36,39,57,55,40,35,39,56,54,39,35,37,59,50,41,35,38,60,53,40,36,40,58,50,41,35,40,57,52,39,35,41,59,52,40,34,40,56,54,39,34,39,60,51,39,35,40,56,52,43,36,40,58,54,41,35,37,56,54,40,35,37,61,50,40,35,39,56,53,41,34,39,58,52,41,36,38,56,53,43,34,39,60,54,39,34,39,57,54,42,34,40,56,51,42,35,40,57,53,40,34,38,56,53,43,36,39,58,54,41,37,40,60,54,41,36,41,57
52,48,37,45,52,52,52,35,47,53,49,52,34,47,52,52,48,35,48,53,50,48,35,48,55,51,49,36,48,54,53,49,36,47,55,49,50,37,48,52,49,48,36,46,56,50,49,36,46,56,51,49,36,48,56,51,50,37,47,52,52,49,36,47,52,50,51,35,46,56,53,51,36,44,52,52,52,35,48,56,50,50,34,47,54,53,52,35,45,56,51,49,36,45,54,51,51,35,45,54,53,49,37,47,53,51,48,35,44,55,52,50,37,44,53,53,51,38,48,53,53,49,35,47,54,52,50,34,47,53,49,48,38,48,56,49,48,37,44,52,51,50,37,45,57,48,50,36,45,54,53,49,36,47,52,48,52,37,44,57,53,51,36,44,55,53,52,36,48,53,53,48,36,46,55,52,50,37,47,52,53,51,37,44,52,51,49,36,48,54,49,49,35,46,55,53,51,35,48,55,52,51,37,45,52,53,49,35,44,55,49,49,36,48,54,49,51,35,48,56,49,52,36,47,52,51,48,35,46,56,51,52,38,46,55,50,50,36,46,51,54,51,38,47,56,50,49,35,48,52,50,52,36,48,56,52,49,36,47,54,50,48,36,48,54,53,48,36,46,55,51,50,37,45,54,50,49,35,45,56,49,49,36,46,56,50
52,57,63,68,43,52,59,65,65,46,52,59,65,71,47,52,62,65,71,45,50,59,64,70,44,53,61,64,71,47,53,61,63,67,44,52,60,66,68,44,52,57,66,70,44,55,59,62,71,46,53,62,63,70,44,49,61,65,70,45,52,62,66,67,44,54,58,67,65,47,50,58,63,69,46,54,60,65,70,44,54,61,64,71,46,51,62,67,68,44,53,58,65,71,46,50,60,65,67,47,53,62,62,69,47,54,62,62,65,43,50,60,66,67,45,51,58,65,71,44,51,59,63,70,46,54,58,67,67,44,54,59,66,65,46,52,60,62,71,47,54,58,66,71,46,54,59,63,69,43,50,59,66,70,45,53,58,66,69,47,50,58,67,68,44,51,58,68,68,44,53,59,62,67,44,55,61,66,68,45,50,62,63,69,45,54,57,67,70,46,54,58,67,66,45,50,61,68,69,46,51,61,66,65,44,53,61,64,69,46,54,61,64,66,47,51,62,62,67,43,52,61,63,70,45,53,61,68,66,44,53,59,65,71,45,54,62,63,65,46,50,63,68,68,47,51,63,64,67,43,51,61,67,69,45,54,58,67,70,45,53,59,66,68,46,52,59,67,69,44,53,61,64,71,43,50,57,66,70,46,50,58,68,67,44,51
49,52,54,54,50,48,52,54,57,51,51,51,54,54,51,51,53,54,56,51,49,50,56,58,50,50,50,55,56,48,52,53,57,54,50,50,52,56,55,48,52,52,55,58,47,51,50,55,56,50,49,49,57,58,48,52,52,55,58,50,50,53,55,56,50,52,50,57,54,50,52,49,58,53,47,49,50,58,57,47,50,51,57,54,50,52,50,55,57,48,52,50,54,56,50,50,52,58,58,47,49,49,57,59,51,48,49,54,56,47,50,53,58,59,47,51,49,58,54,51,52,52,57,56,47,48,51,53,57,51,52,52,55,57,51,52,52,56,54,47,51,51,57,55,47,49,51,59,56,49,49,53,55,56,47,51,50,54,58,49,49,52,55,55,50,50,49,58,54,50,48,50,57,54,47,50,51,59,56,49,52,50,56,59,49,52,50,54,54,48,50,51,55,58,50,49,49,59,55,51,48,53,58,56,48,52,52,59,55,50,51,53,56,57,47,48,51,58,53,50,50,53,57,57,51,50,52,56,58,50,48,49,55,56,49,48,52,55,54,48,51,52,57,55,49,48,53,58,57,50,51,50,54,58,47,52,50,56,57,48,50,51,55,58,51,50,52,58,55,48,51,52,54,58,48,51,52,58,55,49,52,50,53,56,48,49
63,39,50,43,56,62,41,52,41,58,64,40,50,42,61,66,39,52,43,55,64,40,54,42,58,61,40,54,44,57,64,41,52,44,56,65,38,52,42,56,66,41,52,40,60,62,39,54,42,55,61,38,53,41,60,65,38,54,41,56,63,38,53,44,57,66,40,51,41,59,65,38,53,41,60,63,37,54,40,59,61,41,51,44,57,62,39,54,44,58,61,37,53,42,56,61,39,54,41,58,61,37,54,42,60,62,39,51,43,59,62,40,50,43,58,60,39,54,42,57,64,37,54,40,59,61,40,51,44,56,65,40,52,44,61,62,38,53,43,58,63,40,50,40,56,62,38,52,42,57,63,39,51,43,57,63,37,53,41,58,64,39,52,43,55,64,37,52,40,57,64,41,52,41,60,61,40,54,42,59,63,40,54,40,60,61,40,51,44,56,63,39,53,41,57,62,40,54,41,59,63,38,54,43,60,63,37,51,43,60,61,40,53,42,59,60,39,51,42,56,65,41,53,43,57,66,40,51,41,57,66,38,50,41,58,62,40,50,41,56,62,37,51,42,60,64,40,51,40,60,61,40,54,43,55,66,38,53,41,61,63,39,52,41,58,65,39,54,42,60,66,39,53,41,61,64,38,51,43,59,60,39,51,41,56,65
33,36,54,63,53,36,37,51,61,51,37,38,54,58,49,35,36,50,60,50,35,37,55,58,50,35,37,53,62,50,35,38,53,62,50,34,39,52,61,53,34,36,55,60,49,37,39,53,60,50,35,37,53,62,51,36,37,52,63,50,34,35,51,60,51,34,36,51,60,52,36,37,51,61,53,33,37,54,61,50,36,38,52,63,51,35,38,55,63,50,36,38,53,61,50,35,38,53,59,52,37,36,55,63,53,36,36,51,61,53,36,37,54,59,50,34,36,55,61,52,34,36,51,59,51,36,36,53,59,51,36,37,54,61,53,35,36,52,60,53,34,35,52,61,52,37,38,55,60,52,34,38,55,62,49,34,38,55,61,52,34,36,54,58,49,36,37,52,61,50,35,37,53,61,53,34,36,53,62,51,36,37,55,61,52,35,38,52,58,49,33,39,52,61,49,36,36,51,59,49,35,39,52,59,51,34,36,51,60,49,37,35,53,58,49,36,38,56,59,50,37,36,54,58,50,36,36,50,58,51,35,37,52,61,53,36,38,54,58,53,34,39,51,61,51,33,36,55,59,49,36,36,51,63,49,34,38,55,58,49,34,37,52,59,53,35,39,55,60,53,36,35,55,58,52,35,38,54,61,53,36,36,54,60,50,36
34,48,35,43,45,36,49,35,44,43,33,48,37,42,45,35,48,35,43,45,34,48,33,44,45,35,47,34,45,43,33,45,34,45,44,35,45,34,43,46,33,49,36,42,43,34,45,33,42,44,35,48,33,46,43,34,46,34,43,42,34,48,35,44,45,32,49,36,45,44,34,47,36,42,43,33,47,34,45,45,34,48,35,44,42,34,45,36,45,45,34,48,35,43,42,35,45,35,45,44,34,47,34,43,44,32,48,35,43,43,35,45,34,45,45,33,45,34,44,46,35,46,37,45,43,33,45,36,46,46,33,49,34,43,42,34,48,36,43,45,35,47,35,44,43,35,47,35,46,45,33,47,34,43,42,33,48,34,44,46,35,45,34,45,43,32,45,34,45,44,34,48,35,43,44,32,48,34,43,44,33,46,34,42,44,33,48,34,45,45,33,48,35,45,42,35,45,34,46,44,34,48,34,46,44,35,46,36,45,43,34,48,36,44,46,34,48,35,44,46,35,46,36,45,43,32,47,36,45,45,34,48,35,46,45,35,47,35,43,43,36,48,36,43,43,35,48,34,43,45,36,48,35,45,46,35,47,36,44,45,34,45,33,46,45,36,48,36,42,46,33,46,37,45,42,35,48,34,46,43,36,47,35,44,42,35
